Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  8.950000e+03,   5.750350e+00,   2.618825e+02,   1.814071e+01,   4.131538e-03,   5.967539e+00,   1.359916e+01
  9.000000e+03,   5.753458e+00,   2.628193e+02,   1.821686e+01,   4.137211e-03,   5.980267e+00,   1.361876e+01
  9.050000e+03,   5.756566e+00,   2.637562e+02,   1.829303e+01,   4.142853e-03,   5.992983e+00,   1.363831e+01
  9.100000e+03,   5.759674e+00,   2.646932e+02,   1.836924e+01,   4.148463e-03,   6.005685e+00,   1.365781e+01
  9.150000e+03,   5.762781e+00,   2.656303e+02,   1.844547e+01,   4.154042e-03,   6.018373e+00,   1.367727e+01
  9.200000e+03,   5.765888e+00,   2.665676e+02,   1.852173e+01,   4.159591e-03,   6.031048e+00,   1.369668e+01
  9.250000e+03,   5.768995e+00,   2.675050e+02,   1.859802e+01,   4.165109e-03,   6.043710e+00,   1.371605e+01
  9.300000e+03,   5.772101e+00,   2.684425e+02,   1.867433e+01,   4.170598e-03,   6.056359e+00,   1.373538e+01
  9.350000e+03,   5.775197e+00,   2.693795e+02,   1.875067e+01,   4.176058e-03,   6.068981e+00,   1.375465e+01
  9.400000e+03,   5.778235e+00,   2.703129e+02,   1.882704e+01,   4.181500e-03,   6.081511e+00,   1.377388e+01
  9.450000e+03,   5.781274e+00,   2.712465e+02,   1.890344e+01,   4.186913e-03,   6.094028e+00,   1.379306e+01
  9.500000e+03,   5.784311e+00,   2.721802e+02,   1.897986e+01,   4.192298e-03,   6.106533e+00,   1.381220e+01
  9.550000e+03,   5.787349e+00,   2.731140e+02,   1.905631e+01,   4.197653e-03,   6.119024e+00,   1.383129e+01
  9.600000e+03,   5.790386e+00,   2.740480e+02,   1.913279e+01,   4.202981e-03,   6.131503e+00,   1.385034e+01
