Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  0.000000e+00,   6.930097e+00,   1.676454e+03,   1.185489e+02,   0.000000e+00,   1.539733e+01,   3.110845e+01
  0.000000e+00,   6.963107e+00,   1.803731e+03,   1.281653e+02,   0.000000e+00,   1.600970e+01,   3.218996e+01
  0.000000e+00,   6.996117e+00,   1.943010e+03,   1.387194e+02,   0.000000e+00,   1.665589e+01,   3.333028e+01
  0.000000e+00,   7.029126e+00,   2.095199e+03,   1.502872e+02,   0.000000e+00,   1.733650e+01,   3.452993e+01
  0.000000e+00,   7.062136e+00,   2.261219e+03,   1.629467e+02,   0.000000e+00,   1.805197e+01,   3.578904e+01
  0.000000e+00,   7.095146e+00,   2.441790e+03,   1.767625e+02,   0.000000e+00,   1.880173e+01,   3.710586e+01
  0.000000e+00,   7.128155e+00,   2.637612e+03,   1.917981e+02,   0.000000e+00,   1.958510e+01,   3.847841e+01
  0.000000e+00,   7.161165e+00,   2.849275e+03,   2.081099e+02,   0.000000e+00,   2.040098e+01,   3.990390e+01
  0.000000e+00,   7.194175e+00,   3.077006e+03,   2.257283e+02,   0.000000e+00,   2.124704e+01,   4.137728e+01
  0.000000e+00,   7.227184e+00,   3.321264e+03,   2.447005e+02,   0.000000e+00,   2.212196e+01,   4.289551e+01
  0.000000e+00,   7.260194e+00,   3.581788e+03,   2.650210e+02,   0.000000e+00,   2.302220e+01,   4.445134e+01
  0.000000e+00,   7.293204e+00,   3.858777e+03,   2.867178e+02,   0.000000e+00,   2.394610e+01,   4.604123e+01
  0.000000e+00,   7.326214e+00,   4.151972e+03,   3.097848e+02,   0.000000e+00,   2.489075e+01,   4.765938e+01
  0.000000e+00,   7.359223e+00,   4.460670e+03,   3.341820e+02,   0.000000e+00,   2.585235e+01,   4.929832e+01
  0.000000e+00,   7.392233e+00,   4.784968e+03,   3.599285e+02,   0.000000e+00,   2.682978e+01,   5.095583e+01
  0.000000e+00,   7.425243e+00,   5.124322e+03,   3.869951e+02,   0.000000e+00,   2.782032e+01,   5.262671e+01
  0.000000e+00,   7.458252e+00,   5.478162e+03,   4.153495e+02,   0.000000e+00,   2.882150e+01,   5.430630e+01
  0.000000e+00,   7.491262e+00,   5.845971e+03,   4.449627e+02,   0.000000e+00,   2.983128e+01,   5.599080e+01
  0.000000e+00,   7.524272e+00,   6.227271e+03,   4.758080e+02,   0.000000e+00,   3.084795e+01,   5.767710e+01
  0.000000e+00,   7.557282e+00,   6.621708e+03,   5.078671e+02,   0.000000e+00,   3.187027e+01,   5.936305e+01
  0.000000e+00,   7.590291e+00,   7.029062e+03,   5.411319e+02,   0.000000e+00,   3.289747e+01,   6.104735e+01
  0.000000e+00,   7.623301e+00,   7.449323e+03,   5.756099e+02,   0.000000e+00,   3.392934e+01,   6.272973e+01
  0.000000e+00,   7.656311e+00,   7.880535e+03,   6.111576e+02,   0.000000e+00,   3.496134e+01,   6.440204e+01
  0.000000e+00,   7.689320e+00,   8.324423e+03,   6.479156e+02,   0.000000e+00,   3.599738e+01,   6.607167e+01
  0.000000e+00,   7.722330e+00,   8.779244e+03,   6.857554e+02,   0.000000e+00,   3.703364e+01,   6.773180e+01
  0.000000e+00,   7.755340e+00,   9.246418e+03,   7.247945e+02,   0.000000e+00,   3.807321e+01,   6.938826e+01
  0.000000e+00,   7.788350e+00,   9.723358e+03,   7.648366e+02,   0.000000e+00,   3.911078e+01,   7.103162e+01
  0.000000e+00,   7.821359e+00,   1.021197e+04,   8.060373e+02,   0.000000e+00,   4.015040e+01,   7.266943e+01
  0.000000e+00,   7.854369e+00,   1.071192e+04,   8.483757e+02,   0.000000e+00,   4.119140e+01,   7.430065e+01
  0.000000e+00,   7.887379e+00,   1.122263e+04,   8.918133e+02,   0.000000e+00,   4.223277e+01,   7.592365e+01
  0.000000e+00,   7.920388e+00,   1.174330e+04,   9.362909e+02,   0.000000e+00,   4.327311e+01,   7.753613e+01
  0.000000e+00,   7.953398e+00,   1.222788e+04,   9.772372e+02,   0.000000e+00,   4.422938e+01,   7.899000e+01
  0.000000e+00,   7.986408e+00,   1.229723e+04,   9.772372e+02,   0.000000e+00,   4.442661e+01,   7.908533e+01
  0.000000e+00,   8.019417e+00,   1.236658e+04,   9.772372e+02,   0.000000e+00,   4.462319e+01,   7.918101e+01
  0.000000e+00,   8.052427e+00,   1.243595e+04,   9.772372e+02,   0.000000e+00,   4.481915e+01,   7.927704e+01
  0.000000e+00,   8.085437e+00,   1.250533e+04,   9.772372e+02,   0.000000e+00,   4.501448e+01,   7.937340e+01
  0.000000e+00,   8.118447e+00,   1.257472e+04,   9.772372e+02,   0.000000e+00,   4.520918e+01,   7.947008e+01
  0.000000e+00,   8.151456e+00,   1.264411e+04,   9.772372e+02,   0.000000e+00,   4.540326e+01,   7.956706e+01
  0.000000e+00,   8.184466e+00,   1.271352e+04,   9.772372e+02,   0.000000e+00,   4.559673e+01,   7.966434e+01
  0.000000e+00,   8.217476e+00,   1.278293e+04,   9.772372e+02,   0.000000e+00,   4.578959e+01,   7.976190e+01
  0.000000e+00,   8.250485e+00,   1.285234e+04,   9.772372e+02,   0.000000e+00,   4.598184e+01,   7.985974e+01
  0.000000e+00,   8.283495e+00,   1.292177e+04,   9.772372e+02,   0.000000e+00,   4.617350e+01,   7.995784e+01
  0.000000e+00,   8.316505e+00,   1.299120e+04,   9.772372e+02,   0.000000e+00,   4.636456e+01,   8.005620e+01
  0.000000e+00,   8.349515e+00,   1.306063e+04,   9.772372e+02,   0.000000e+00,   4.655503e+01,   8.015481e+01
  0.000000e+00,   8.382524e+00,   1.313007e+04,   9.772372e+02,   0.000000e+00,   4.674491e+01,   8.025365e+01
  0.000000e+00,   8.415534e+00,   1.319952e+04,   9.772372e+02,   0.000000e+00,   4.693422e+01,   8.035272e+01
  0.000000e+00,   8.448544e+00,   1.326897e+04,   9.772372e+02,   0.000000e+00,   4.712295e+01,   8.045201e+01
  0.000000e+00,   8.481553e+00,   1.333843e+04,   9.772372e+02,   0.000000e+00,   4.731110e+01,   8.055150e+01
  0.000000e+00,   8.514563e+00,   1.340789e+04,   9.772372e+02,   0.000000e+00,   4.749868e+01,   8.065120e+01
  0.000000e+00,   8.547573e+00,   1.347736e+04,   9.772372e+02,   0.000000e+00,   4.768571e+01,   8.075110e+01
  0.000000e+00,   8.580583e+00,   1.354683e+04,   9.772372e+02,   0.000000e+00,   4.787217e+01,   8.085118e+01
  0.000000e+00,   8.613592e+00,   1.361630e+04,   9.772372e+02,   0.000000e+00,   4.805807e+01,   8.095144e+01
  0.000000e+00,   8.646602e+00,   1.368577e+04,   9.772372e+02,   0.000000e+00,   4.824343e+01,   8.105187e+01
  0.000000e+00,   8.679612e+00,   1.375525e+04,   9.772372e+02,   0.000000e+00,   4.842824e+01,   8.115247e+01
  0.000000e+00,   8.712621e+00,   1.382473e+04,   9.772372e+02,   0.000000e+00,   4.861250e+01,   8.125323e+01
  0.000000e+00,   8.745631e+00,   1.389421e+04,   9.772372e+02,   0.000000e+00,   4.879623e+01,   8.135414e+01
  0.000000e+00,   8.778641e+00,   1.396370e+04,   9.772372e+02,   0.000000e+00,   4.897942e+01,   8.145519e+01
  0.000000e+00,   8.811650e+00,   1.403318e+04,   9.772372e+02,   0.000000e+00,   4.916207e+01,   8.155638e+01
  0.000000e+00,   8.844660e+00,   1.410267e+04,   9.772372e+02,   0.000000e+00,   4.934420e+01,   8.165771e+01
  0.000000e+00,   8.877670e+00,   1.417216e+04,   9.772372e+02,   0.000000e+00,   4.952581e+01,   8.175916e+01
  0.000000e+00,   8.910680e+00,   1.424165e+04,   9.772372e+02,   0.000000e+00,   4.970690e+01,   8.186073e+01
  0.000000e+00,   8.943689e+00,   1.431114e+04,   9.772372e+02,   0.000000e+00,   4.988746e+01,   8.196242e+01
  0.000000e+00,   8.976699e+00,   1.438063e+04,   9.772372e+02,   0.000000e+00,   5.006752e+01,   8.206422e+01
  0.000000e+00,   9.009709e+00,   1.445013e+04,   9.772372e+02,   0.000000e+00,   5.024707e+01,   8.216613e+01
  0.000000e+00,   9.042718e+00,   1.451962e+04,   9.772372e+02,   0.000000e+00,   5.042611e+01,   8.226813e+01
  0.000000e+00,   9.075728e+00,   1.458911e+04,   9.772372e+02,   0.000000e+00,   5.060465e+01,   8.237023e+01
  0.000000e+00,   9.108738e+00,   1.465860e+04,   9.772372e+02,   0.000000e+00,   5.078269e+01,   8.247243e+01
  0.000000e+00,   9.141748e+00,   1.472809e+04,   9.772372e+02,   0.000000e+00,   5.096024e+01,   8.257470e+01
  0.000000e+00,   9.174757e+00,   1.479758e+04,   9.772372e+02,   0.000000e+00,   5.113729e+01,   8.267706e+01
  0.000000e+00,   9.207767e+00,   1.486707e+04,   9.772372e+02,   0.000000e+00,   5.131386e+01,   8.277950e+01
  0.000000e+00,   9.240777e+00,   1.493656e+04,   9.772372e+02,   0.000000e+00,   5.148995e+01,   8.288200e+01
  0.000000e+00,   9.273786e+00,   1.500605e+04,   9.772372e+02,   0.000000e+00,   5.166554e+01,   8.298458e+01
  0.000000e+00,   9.306796e+00,   1.507554e+04,   9.772372e+02,   0.000000e+00,   5.184067e+01,   8.308722e+01
  0.000000e+00,   9.339806e+00,   1.514503e+04,   9.772372e+02,   0.000000e+00,   5.201532e+01,   8.318992e+01
  0.000000e+00,   9.372816e+00,   1.521451e+04,   9.772372e+02,   0.000000e+00,   5.218950e+01,   8.329268e+01
  0.000000e+00,   9.405825e+00,   1.528399e+04,   9.772372e+02,   0.000000e+00,   5.236320e+01,   8.339548e+01
  0.000000e+00,   9.438835e+00,   1.535347e+04,   9.772372e+02,   0.000000e+00,   5.253645e+01,   8.349834e+01
  0.000000e+00,   9.471845e+00,   1.542295e+04,   9.772372e+02,   0.000000e+00,   5.270923e+01,   8.360125e+01
  0.000000e+00,   9.504854e+00,   1.549243e+04,   9.772372e+02,   0.000000e+00,   5.288155e+01,   8.370419e+01
  0.000000e+00,   9.537864e+00,   1.556190e+04,   9.772372e+02,   0.000000e+00,   5.305342e+01,   8.380718e+01
  0.000000e+00,   9.570874e+00,   1.563138e+04,   9.772372e+02,   0.000000e+00,   5.322484e+01,   8.391020e+01
  0.000000e+00,   9.603883e+00,   1.570084e+04,   9.772372e+02,   0.000000e+00,   5.339580e+01,   8.401325e+01
  0.000000e+00,   9.636893e+00,   1.577031e+04,   9.772372e+02,   0.000000e+00,   5.356633e+01,   8.411634e+01
  0.000000e+00,   9.669903e+00,   1.583978e+04,   9.772372e+02,   0.000000e+00,   5.373640e+01,   8.421945e+01
  0.000000e+00,   9.702913e+00,   1.590924e+04,   9.772372e+02,   0.000000e+00,   5.390604e+01,   8.432258e+01
  0.000000e+00,   9.735922e+00,   1.597869e+04,   9.772372e+02,   0.000000e+00,   5.407523e+01,   8.442573e+01
  0.000000e+00,   9.768932e+00,   1.604815e+04,   9.772372e+02,   0.000000e+00,   5.424400e+01,   8.452890e+01
  0.000000e+00,   9.801942e+00,   1.611760e+04,   9.772372e+02,   0.000000e+00,   5.441233e+01,   8.463209e+01
  0.000000e+00,   9.834951e+00,   1.618705e+04,   9.772372e+02,   0.000000e+00,   5.458023e+01,   8.473529e+01
  0.000000e+00,   9.867961e+00,   1.625650e+04,   9.772372e+02,   0.000000e+00,   5.474771e+01,   8.483850e+01
  0.000000e+00,   9.900971e+00,   1.632594e+04,   9.772372e+02,   0.000000e+00,   5.491476e+01,   8.494172e+01
  0.000000e+00,   9.933981e+00,   1.639538e+04,   9.772372e+02,   0.000000e+00,   5.508139e+01,   8.504494e+01
  0.000000e+00,   9.966990e+00,   1.646481e+04,   9.772372e+02,   0.000000e+00,   5.524760e+01,   8.514816e+01
  0.000000e+00,   1.000000e+01,   1.653424e+04,   9.772372e+02,   0.000000e+00,   5.541340e+01,   8.525139e+01
