Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  3.289400e+02,   3.549983e+00,   1.197214e+01,   2.447905e-01,   3.448094e-04,   5.878805e-01,   6.324459e+00
  3.292000e+02,   3.551532e+00,   1.203223e+01,   2.463993e-01,   3.452117e-04,   5.906066e-01,   6.326865e+00
  3.294600e+02,   3.553081e+00,   1.209233e+01,   2.480082e-01,   3.456137e-04,   5.933316e-01,   6.329261e+00
  3.297200e+02,   3.554630e+00,   1.215243e+01,   2.496172e-01,   3.460155e-04,   5.960557e-01,   6.331648e+00
  3.299800e+02,   3.556179e+00,   1.221253e+01,   2.512264e-01,   3.464170e-04,   5.987787e-01,   6.334026e+00
  3.302400e+02,   3.557728e+00,   1.227263e+01,   2.528357e-01,   3.468182e-04,   6.015006e-01,   6.336395e+00
  3.305000e+02,   3.559277e+00,   1.233274e+01,   2.544451e-01,   3.472191e-04,   6.042215e-01,   6.338755e+00
  3.307600e+02,   3.560826e+00,   1.239285e+01,   2.560546e-01,   3.476197e-04,   6.069413e-01,   6.341106e+00
  3.310200e+02,   3.562375e+00,   1.245296e+01,   2.576643e-01,   3.480201e-04,   6.096601e-01,   6.343449e+00
  3.312800e+02,   3.563815e+00,   1.250935e+01,   2.592407e-01,   3.484364e-04,   6.121992e-01,   6.345747e+00
  3.315400e+02,   3.565231e+00,   1.256489e+01,   2.608096e-01,   3.488562e-04,   6.146961e-01,   6.348028e+00
  3.318000e+02,   3.566646e+00,   1.262043e+01,   2.623787e-01,   3.492757e-04,   6.171923e-01,   6.350301e+00
  3.320600e+02,   3.568062e+00,   1.267598e+01,   2.639481e-01,   3.496950e-04,   6.196879e-01,   6.352567e+00
  3.323200e+02,   3.569477e+00,   1.273154e+01,   2.655177e-01,   3.501141e-04,   6.221828e-01,   6.354825e+00
  3.325800e+02,   3.570893e+00,   1.278710e+01,   2.670876e-01,   3.505329e-04,   6.246770e-01,   6.357075e+00
  3.328400e+02,   3.572309e+00,   1.284267e+01,   2.686577e-01,   3.509514e-04,   6.271706e-01,   6.359318e+00
  3.331000e+02,   3.573726e+00,   1.289825e+01,   2.702281e-01,   3.513696e-04,   6.296635e-01,   6.361553e+00
  3.333600e+02,   3.575142e+00,   1.295384e+01,   2.717987e-01,   3.517876e-04,   6.321557e-01,   6.363780e+00
  3.336200e+02,   3.576559e+00,   1.300943e+01,   2.733696e-01,   3.522054e-04,   6.346473e-01,   6.366000e+00
  3.338800e+02,   3.577976e+00,   1.306503e+01,   2.749407e-01,   3.526229e-04,   6.371381e-01,   6.368213e+00
  3.341400e+02,   3.579392e+00,   1.312064e+01,   2.765120e-01,   3.530401e-04,   6.396283e-01,   6.370419e+00
