Hugoniot 
Temperature Density   Pressure   IntEnergy  SpEntropy   Part. Vel.  Shock Vel. 
K ,          g/cm3   ,   GPa   ,     MJ/kg  , MJ/K/kg ,   km/s ,    km/s
  9.100000e+03,   6.145990e+00,   3.141985e+02,   2.373110e+01,   4.424757e-03,   6.800219e+00,   1.431799e+01
  9.150000e+03,   6.152564e+00,   3.160611e+02,   2.389582e+01,   4.436791e-03,   6.824372e+00,   1.435190e+01
  9.200000e+03,   6.158938e+00,   3.178752e+02,   2.405616e+01,   4.448459e-03,   6.847835e+00,   1.438482e+01
  9.250000e+03,   6.165115e+00,   3.196412e+02,   2.421218e+01,   4.459770e-03,   6.870615e+00,   1.441677e+01
  9.300000e+03,   6.171093e+00,   3.213592e+02,   2.436391e+01,   4.470730e-03,   6.892719e+00,   1.444778e+01
  9.350000e+03,   6.176777e+00,   3.230235e+02,   2.451141e+01,   4.481365e-03,   6.914029e+00,   1.447784e+01
  9.400000e+03,   6.182277e+00,   3.246419e+02,   2.465475e+01,   4.491664e-03,   6.934699e+00,   1.450701e+01
  9.450000e+03,   6.187594e+00,   3.262152e+02,   2.479402e+01,   4.501635e-03,   6.954743e+00,   1.453530e+01
  9.500000e+03,   6.192735e+00,   3.277443e+02,   2.492929e+01,   4.511289e-03,   6.974177e+00,   1.456274e+01
  9.550000e+03,   6.197703e+00,   3.292303e+02,   2.506067e+01,   4.520633e-03,   6.993017e+00,   1.458936e+01
  9.600000e+03,   6.202502e+00,   3.306743e+02,   2.518824e+01,   4.529679e-03,   7.011281e+00,   1.461518e+01
  9.650000e+03,   6.207079e+00,   3.320735e+02,   2.531211e+01,   4.538445e-03,   7.028907e+00,   1.464021e+01
  9.700000e+03,   6.211475e+00,   3.334314e+02,   2.543239e+01,   4.546937e-03,   7.045963e+00,   1.466450e+01
  9.750000e+03,   6.215721e+00,   3.347512e+02,   2.554919e+01,   4.555159e-03,   7.062500e+00,   1.468806e+01
  9.800000e+03,   6.219821e+00,   3.360340e+02,   2.566264e+01,   4.563122e-03,   7.078537e+00,   1.471095e+01
  9.850000e+03,   6.223781e+00,   3.372811e+02,   2.577284e+01,   4.570835e-03,   7.094092e+00,   1.473317e+01
  9.900000e+03,   6.227607e+00,   3.384940e+02,   2.587992e+01,   4.578310e-03,   7.109186e+00,   1.475475e+01
  9.950000e+03,   6.231302e+00,   3.396738e+02,   2.598401e+01,   4.585556e-03,   7.123835e+00,   1.477573e+01
  1.000000e+04,   6.234874e+00,   3.408219e+02,   2.608521e+01,   4.592583e-03,   7.138060e+00,   1.479613e+01
  1.005000e+04,   6.238301e+00,   3.419379e+02,   2.618365e+01,   4.599405e-03,   7.151843e+00,   1.481597e+01
  1.010000e+04,   6.241580e+00,   3.430225e+02,   2.627944e+01,   4.606034e-03,   7.165193e+00,   1.483528e+01
  1.015000e+04,   6.244754e+00,   3.440795e+02,   2.637271e+01,   4.612472e-03,   7.178176e+00,   1.485408e+01
  1.020000e+04,   6.247825e+00,   3.451102e+02,   2.646358e+01,   4.618728e-03,   7.190808e+00,   1.487240e+01
  1.025000e+04,   6.250801e+00,   3.461158e+02,   2.655216e+01,   4.624812e-03,   7.203108e+00,   1.489026e+01
  1.030000e+04,   6.253684e+00,   3.470976e+02,   2.663857e+01,   4.630732e-03,   7.215091e+00,   1.490770e+01
  1.035000e+04,   6.256481e+00,   3.480568e+02,   2.672291e+01,   4.636497e-03,   7.226775e+00,   1.492473e+01
  1.040000e+04,   6.259195e+00,   3.489945e+02,   2.680530e+01,   4.642114e-03,   7.238175e+00,   1.494137e+01
  1.045000e+04,   6.261832e+00,   3.499119e+02,   2.688584e+01,   4.647591e-03,   7.249307e+00,   1.495764e+01
  1.050000e+04,   6.264395e+00,   3.508102e+02,   2.696463e+01,   4.652936e-03,   7.260184e+00,   1.497357e+01
  1.055000e+04,   6.266889e+00,   3.516903e+02,   2.704176e+01,   4.658155e-03,   7.270823e+00,   1.498918e+01
  1.060000e+04,   6.269318e+00,   3.525534e+02,   2.711735e+01,   4.663257e-03,   7.281235e+00,   1.500447e+01
  1.065000e+04,   6.271654e+00,   3.533982e+02,   2.719145e+01,   4.668252e-03,   7.291394e+00,   1.501947e+01
  1.070000e+04,   6.273924e+00,   3.542271e+02,   2.726418e+01,   4.673142e-03,   7.301340e+00,   1.503420e+01
  1.075000e+04,   6.276140e+00,   3.550420e+02,   2.733562e+01,   4.677933e-03,   7.311100e+00,   1.504866e+01
  1.080000e+04,   6.278307e+00,   3.558436e+02,   2.740585e+01,   4.682630e-03,   7.320685e+00,   1.506289e+01
  1.085000e+04,   6.280427e+00,   3.566329e+02,   2.747494e+01,   4.687239e-03,   7.330107e+00,   1.507690e+01
  1.090000e+04,   6.282504e+00,   3.574105e+02,   2.754298e+01,   4.691764e-03,   7.339376e+00,   1.509069e+01
  1.095000e+04,   6.284541e+00,   3.581774e+02,   2.761004e+01,   4.696210e-03,   7.348503e+00,   1.510428e+01
  1.100000e+04,   6.286540e+00,   3.589341e+02,   2.767617e+01,   4.700583e-03,   7.357496e+00,   1.511770e+01
  1.105000e+04,   6.288504e+00,   3.596815e+02,   2.774145e+01,   4.704886e-03,   7.366365e+00,   1.513093e+01
  1.110000e+04,   6.290436e+00,   3.604202e+02,   2.780595e+01,   4.709123e-03,   7.375119e+00,   1.514401e+01
