P (GPa), T (K), S (J/K/kg),rho(kg/m^3), gamma, Cv/NKb, us(km/s), up(km/s) 
14.9585626621,69.1126793953,3095.16023332,3041.91599913,0.554805559182,0.0,5.65315032366,0.70058381985
15.2592823191,74.2515468122,3094.82041073,3050.99793245,0.557847282091,0.0,5.67019595763,0.712260216847
15.5625476492,79.25424887,3088.41006249,3060.07986577,0.560889182815,0.0,5.68724230438,0.723936613845
15.8655976493,84.9616559876,3079.33044721,3069.16179908,0.563995225756,0.0,5.7042893564,0.735613010842
16.1690437075,90.7090486031,3074.32634573,3078.2437324,0.567057473452,0.0,5.72133710621,0.74728940784
16.4738920001,96.1082454351,3068.00215907,3087.32566572,0.570086210765,0.0,5.7383855463,0.758965804837
16.7798910992,101.193050495,3059.66490528,3096.40759904,0.573148224686,0.0,5.7554346692,0.770642201835
17.0881484865,107.053810185,3053.79382185,3105.48953236,0.576225141428,0.0,5.77248446741,0.782318598832
17.4000317122,112.208251947,3044.0866974,3114.57146568,0.57933178003,0.0,5.78953493344,0.79399499583
17.713690242,117.299849588,3036.31724799,3123.653399,0.582445986472,0.0,5.80658605978,0.805671392827
18.0294320527,122.96117628,3029.54232678,3132.73533232,0.585573439503,0.0,5.82363783897,0.817347789825
18.3460372607,129.051081494,3023.91087102,3141.81726563,0.588680349496,0.0,5.84069026349,0.829024186822
18.6631505271,134.28674542,3017.72979095,3150.89919895,0.591794636638,0.0,5.85774332586,0.84070058382
18.9800671742,140.840748165,3012.26344311,3159.98113227,0.594863107242,0.0,5.87479701858,0.852376980817
19.3047307134,146.977831501,3009.04011325,3169.06306559,0.597958611185,0.0,5.89185133417,0.864053377815
19.6311493334,152.23698498,2998.72232929,3178.14499891,0.601112937183,0.0,5.90890626514,0.875729774812
19.9555447789,157.460884138,2991.0968057,3187.22693223,0.604293413782,0.0,5.92596180398,0.88740617181
20.2856455518,162.16621255,2980.26904404,3196.30886555,0.607443358064,0.0,5.94301794321,0.899082568807
